pond_id,region,Event date,Initial entry,Pond status,Type,Logged by,Data verification method,Data verified by,Data verification notes,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Fish purchases diverted,Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Notes,Lifecycle is updated accordingly on the master doc,Created at
ara2_9103673b,Eluru,08/01/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,13000 fishes were transferred to a grow out pond,Yes,10/01/2025 03:53
ara2_6452000e,Eluru,08/01/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Nursery,100000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,30000.0,5.0,,,,,,,,,100000,150000.0,100000.0,150000.0,0.0,,,,,,1,"Sun dried the pond bottom, removed sludge and added lime",,,,,,,,,Yes,08/22/2025 05:07
ara2_2167f891,Eluru,08/01/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Rearing,66667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,30000.0,10.0,,,,,,,,,66667,100000.0,66667.0,100000.0,0.0,,,,,,0,,,,,,,,,,Yes,08/22/2025 05:01
ara2_3eab831e,Eluru,08/01/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,5941.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,8500.0,50.0,,,,,,,,,5941,60000.0,5941.0,60000.0,0.0,,,,,,1,,,,,,,,,,Yes,08/22/2025 04:40
ara2_b001208b,Eluru,08/01/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,5000.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,8500.0,50.0,,,,,,,,,5000,50000.0,5000.0,50000.0,0.0,,,,,,0,,,,,,,,,,Yes,08/22/2025 04:32
ara2_957cbe38,Eluru,08/01/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,12000,,0,,0,,,Yes,08/07/2025 06:25
ara2_e6fe1327,Eluru,08/01/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2844.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,359.0,,,,,,,,,2844,64000.0,2844.0,64000.0,0.0,,,,,,0,,,,,,,,,,,08/04/2025 07:00
ara2_4e7754a2,Eluru,07/31/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2398.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,350.0,,,,,,,,,2398,110000.0,2398.0,110000.0,0.0,,,,,,0,,,,,,,,,,Yes,08/07/2025 06:08
ara2_858b914c,Eluru,07/31/2025,No,Treatment,Partial stocking,Chaitanya,Verbal communication,,,Rearing,87857.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,100.0,0.0,10.0,,,,,,,,,87857,615000.0,87857.0,615000.0,0.0,,,,,,0,,,,,,,,,,,08/04/2025 07:18
ara2_586ab2f7,Eluru,07/29/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,80.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,150000 fishes transferred to another breed out pond,Yes,09/17/2025 06:46
ara2_0c7bd285,Nellore,07/29/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,1970.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,400.0,,,,,,,,,3750,7613.0,1970.0,4000.0,3613.0,,,,,,0,,,,,,,,,,Yes,09/10/2025 06:16
ara2_71f6e8db,Eluru,07/29/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,,,08/04/2025 07:03
ara2_d54330d5,Eluru,07/29/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,13208.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,15000.0,40.0,,,,,,,,,13208,70000.0,13208.0,70000.0,0.0,,,,,,0,,,,,,,,,,,07/30/2025 05:36
ara2_1fcb01f6,Eluru,07/29/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,14286.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,15000.0,40.0,,,,,,,,,14286,60000.0,14286.0,60000.0,0.0,,,,,,0,,,,,,,,,,,07/30/2025 05:32
ara2_3f9ee6c3,Nellore,07/28/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2833.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,250.0,,,,,,,,,2833,10000.0,2833.0,10000.0,0.0,,,,,,1,"Sun dry the pond bottom and remove debris, removed sludge",,,,,,,,,Yes,09/10/2025 06:11
ara2_858b914c,Eluru,07/28/2025,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Rearing,17143.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,80.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,120000,,0,,,,08/04/2025 07:07
ara2_3b2f3973,Eluru,07/28/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,6667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,15000.0,40.0,,,,,,,,,6667,130000.0,6667.0,130000.0,0.0,,,,,,0,,,,,,,,,,,08/01/2025 08:56
ara2_844ff6fe,Eluru,07/26/2025,No,,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,1,Sun drying the pond bottom,,Yes,08/29/2025 05:25
ara2_8232649d,Eluru,07/26/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2078.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,330.0,,,,,,,,,2078,80000.0,2078.0,80000.0,0.0,,,,,,0,,,,,,,,,,,08/04/2025 06:45
ara2_30c31874,Eluru,07/25/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,80.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,280000 fishes are transferred to other breed out ponds,Yes,09/17/2025 06:56
ara2_1d5dce9e,Eluru,07/25/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,Sold 31000 fishes to a grow out farmer. 2000 fishes were lost to predation.,Yes,08/29/2025 05:37
ara2_f5124b92,Eluru,07/25/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,8000,,0,,0,,,Yes,08/07/2025 06:22
ara2_32bcd752,Eluru,07/24/2025,No,,Harvest,Chaitanya,Verbal communication,,,Rearing,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,Transferred 60000 fishes to their own non ARA ponds,Yes,08/29/2025 05:46
ara2_865d5a84,Eluru,07/24/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,60000,,0,,0,,,Yes,08/07/2025 06:13
ara2_4e7754a2,Eluru,07/24/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,140000,,0,,0,,,Yes,08/07/2025 06:03
ara2_227eb8cd,Eluru,07/24/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,,,08/04/2025 07:25
ara2_d54330d5,Eluru,07/24/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,,,07/30/2025 05:34
ara2_1fcb01f6,Eluru,07/24/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,,,07/30/2025 05:26
ara2_c4b7f174,Eluru,07/24/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2857.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,200.0,,,,,,,,,2857,100000.0,2857.0,100000.0,0.0,,,,,,0,,,,,,,,,,,07/30/2025 05:20
ara2_c3cfe293,Eluru,07/24/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2791.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,250.0,,,,,,,,,2791,60000.0,2791.0,60000.0,0.0,,,,,,0,,,,,,,,,,,07/30/2025 05:10
ara2_778970d8,Eluru,07/23/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,70000,,0,,0,,,Yes,09/17/2025 06:41
ara2_807df397,Eluru,07/23/2025,No,,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,150.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,Transferred all 130000 fishes to their non ARA ponds,Yes,08/29/2025 05:55
ara2_b3d128ac,Eluru,07/22/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1800.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,175000,,0,,0,,,,08/04/2025 07:21
ara2_8232649d,Eluru,07/22/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1700.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,110000,,0,,0,,,,08/04/2025 06:41
ara2_6857ac3f,Eluru,07/21/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,1,"Sun dry the pond bottom, remove sludge, strengthen the dykes",Sold 25000 fishes to a grow out farmer,Yes,08/29/2025 05:28
ara2_0772ec50,Eluru,07/20/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,156000,,0,,0,,,Yes,10/10/2025 04:43
ara2_b001208b,Eluru,07/20/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,50000,,0,,,Yes,08/22/2025 04:29
ara2_1e1aa1ce,Eluru,07/20/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,1,"Sun drying the pond bottom, removing sludge and strengthening the dykes",,,08/04/2025 06:55
ara2_3b2f3973,Eluru,07/20/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,45000,,0,,0,,,,07/23/2025 06:29
ara2_27387783,Eluru,07/18/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,150.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,80000 fishes were transferred to their own grow out pond.,Yes,09/17/2025 06:28
ara2_4441fb4f,Eluru,07/16/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,30.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,Farmer sold all the fishes and gave away the lease agreement of this pond to another farmer and moved to another village,Yes,10/16/2025 05:54
ara2_c3a6ea5e,Eluru,07/16/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,78000,,0,,0,,,Yes,09/17/2025 06:34
ara2_32b91757,Eluru,07/13/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,13699.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,200.0,15000.0,50.0,,,,,,,,,13699,50000.0,13699.0,50000.0,0.0,,,,,,0,,,,,,,,,,,07/23/2025 06:53
ara2_2b34e28c,Eluru,07/13/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2222.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,150.0,,,,,,,,,2222,50000.0,2222.0,50000.0,0.0,,,,,,0,,,,,,,,,,,07/23/2025 06:27
ara2_fc999d29,Nellore,07/10/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,700.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,3500,,0,,1,Sun dry the pond bottom and remove debris,,Yes,09/10/2025 05:58
ara2_d9e114a2,Eluru,07/10/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,250.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,,,07/30/2025 05:40
ara2_79cf3b3a,Nellore,07/10/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2817.0,,"Roopchand, Catla (Catla catla)",9.5:0.5,1000.0,3000.0,50.0,,,,,,,,,3594,10207.0,2817.0,8000.0,2206.0,,,,,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,07/28/2025 10:17
ara2_c4b7f174,Eluru,07/08/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,950.0,,,,,,,,,,,,,,,,,,,,,Disease outbreak,89000,,0,,0,,"There were mortalities observed, so they have given medicines and harvested within a week.",,07/30/2025 05:18
ara2_c3cfe293,Eluru,07/08/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,66000,,0,,0,,,,07/30/2025 05:06
ara2_2b34e28c,Eluru,07/08/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1272.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,70000,,0,,0,,,,07/23/2025 06:24
ara2_b0a5ed5f,Eluru,07/07/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2239.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,360.0,,,,,,,,,2239,105000.0,2239.0,105000.0,0.0,,,,,,0,,,,,,,,,,,07/22/2025 07:21
ara2_d891f276,Eluru,07/06/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,52000,,0,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes",,Yes,12/08/2025 06:01
ara2_4e2f7bb0,Eluru,07/06/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,1846.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,350.0,,,,,,,,,1846,60000.0,1846.0,60000.0,0.0,,,,,,0,,,,,,,,,,,07/23/2025 06:42
ara2_3eab831e,Eluru,07/06/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,10200,,0,,1,"Remove the water, sun dry pond bottom and add medicines to eradicate tilapia eggs and bottom cleansing additives.",,,07/23/2025 06:33
ara2_0d53cd07,Nellore,07/06/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,Roopchand,,,,700.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,5250,,0,,1,"Sun dry the pond bottom, remove sludge and strengthen the dykes.",,,07/08/2025 04:06
ara2_237abe57,Nellore,07/05/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,150.0,,,,,,,,,2667,2400.0,2667.0,2400.0,0.0,,,,,,1,Sun dried the pond bottom and ploughed,,,,,,,,,,07/06/2025 06:45
ara2_8a429bf1,Nellore,07/03/2025,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Grow-out,1743.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,35000,,48500,,0,,,,07/28/2025 10:12
ara2_f4e367af,Nellore,07/03/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2992.0,,"Roopchand, Rohu (Labeo rohita)",9:1,1000.0,3000.0,100.0,,,,,,,,,2992,3650.0,2992.0,3650.0,0.0,,,,,,1,Sun dried the pond bottom,,,,,,,,,,07/06/2025 06:30
ara2_fdcc3d9a,Eluru,07/02/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,35000,,0,,0,,,,08/04/2025 06:53
ara2_78cbfd0d,Nellore,07/02/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2165.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,100.0,,,,,,,,,3043,7030.0,2165.0,5000.0,2028.0,,,,,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes ",,,,,,,,,Yes,07/06/2025 06:24
ara2_0b1b03bb,Eluru,06/30/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,24000,,0,,1,"Remove the water, sun dry pond bottom and add medicines to eradicate tilapia eggs and add bottom cleansing additives.",,,07/23/2025 06:38
ara2_aa21af30,Eluru,06/30/2025,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,2424.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,150.0,,,,,,,,,2424,40000.0,2424.0,40000.0,0.0,,,,,,0,,,,,,,,,,,07/03/2025 04:01
ara2_bddfa227,Nellore,06/29/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2841.0,,Roopchand,10,1000.0,3000.0,200.0,,,,,,,,,2841,2500.0,2841.0,2500.0,0.0,,,,,,1,"Sun dried the pond bottom, ploughed",,,,,,,,,,07/06/2025 06:14
ara2_bd12b267,Nellore,06/28/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,650.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4550,,0,,0,,"Pond lease time has ended, still not sure whether he will continue culture in this pond or not.",,07/08/2025 04:11
ara2_1b6714d3,Nellore,06/28/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2857.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",8.5:1:0.5,1000.0,3000.0,150.0,,,,,,,,,2857,5000.0,2857.0,5000.0,0.0,,,,,,1,Sun dried the pond bottom,,,,,,,,,,07/06/2025 06:36
ara2_09faa72c,Eluru,06/28/2025,No,Treatment,Partial harvest,Praveen,Verbal communication,,,Grow-out,2130.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,12000,,23000,,0,,,,07/03/2025 04:48
ara2_e6fe1327,Eluru,06/28/2025,No,Treatment,Harvest,Praveen,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",,,,500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,The farmer did not get the expected growth and hence had to keep them for a long time. The farmer has harvested the entire pond and sold them to another grow-out farmer.,,06/30/2025 07:00
ara2_858b914c,Eluru,06/27/2025,No,Treatment,Partial stocking,Praveen,Verbal communication,,,Rearing,35714.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,80.0,80000.0,30.0,,,,,,,,,35714,250000.0,35714.0,250000.0,0.0,,,,,,0,,,,,,,,,,,07/03/2025 04:04
ara2_0ac139b5,Eluru,06/27/2025,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,2432.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,200.0,,,,,,,,,2432,90000.0,2432.0,90000.0,0.0,,,,,,0,,,,,,,,,,,07/03/2025 03:57
ara2_33f93df9,Eluru,06/26/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,1667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,2500.0,350.0,,,,,,,,,1667,50000.0,1667.0,50000.0,0.0,,,,,,0,,,,,,,,,,,07/30/2025 07:47
ara2_aa21af30,Eluru,06/24/2025,No,Treatment,Harvest,Praveen,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1400.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,55000,,0,,0,,,,07/03/2025 03:59
ara2_ba07d622,Eluru,06/22/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,4854.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,300.0,10000.0,50.0,,,,,,,,,4854,50000.0,4854.0,50000.0,0.0,,,,,,0,,,,,,,,,,,07/30/2025 07:41
ara2_000384fb,Eluru,06/22/2025,No,Treatment,Harvest,Praveen,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,25000,,0,,1,The farmer is planning to sun-dry the pond and do the pond preparation before stocking again.,,,06/26/2025 08:02
ara2_4e2f7bb0,Eluru,06/21/2025,No,Treatment,Harvest,Praveen,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,2000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,100000,,0,,0,,,,06/30/2025 07:03
ara2_f0f921b2,Eluru,06/20/2025,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,8928.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,12000.0,50.0,,,,,,,,,8928,50000.0,8928.0,50000.0,0.0,,,,,,0,,,,,,,,,,,07/15/2025 06:51
ara2_858b914c,Eluru,06/20/2025,No,Treatment,Partial harvest,Praveen,Verbal communication,,,Rearing,14286.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,80.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,20000,,100000,,0,,,,06/23/2025 08:23
ara2_148f1633,Eluru,06/20/2025,No,Treatment,Stocking,Praveen,Verbal communication,,,Breed-out,7381.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,250.0,12000.0,80.0,,,,,,,,,7381,77500.0,7381.0,77500.0,0.0,,,,,,0,,,,,,,,,,,06/23/2025 08:21
ara2_148f1633,Eluru,06/19/2025,No,Treatment,Harvest,Praveen,Verbal communication,,,Breed-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,46800,,0,,0,,,,06/23/2025 08:19
ara2_7bd7da7f,Eluru,06/17/2025,No,Treatment,Partial harvest,Praveen,Verbal communication,,,Nursery,117647.0,,Catla (Catla catla),,,,50.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,,,100000,,0,,This is a Nursery pond so the farmer did not tell us the harvest in Kgs.,,06/26/2025 05:18
ara2_084db03a,Eluru,06/17/2025,No,Treatment,Stocking,Praveen,Verbal communication,,,Rearing,60000.0,,Catla (Catla catla),0:10,100.0,80000.0,50.0,,,,,,,,,60000,90000.0,60000.0,90000.0,0.0,,,,,,0,,,,,,,,,,,06/26/2025 05:15
ara2_0ac139b5,Eluru,06/13/2025,No,Treatment,Harvest,Praveen,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,145000,,0,,0,,,,06/23/2025 08:28
ara2_0f0eef00,Eluru,06/12/2025,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,3155.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,3000.0,300.0,,,,,,,,,3155,30000.0,3155.0,30000.0,0.0,,,,,,0,,,,,,,,,,,06/17/2025 06:29
ara2_f0f921b2,Eluru,06/10/2025,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sold all the fishes present in the pond to another farmer as he decided to shift to breed-out as grow out culture is taking very long.,,07/15/2025 06:48
